cultivar;quantidade_kg;categorias;ano;sem_definicao
TINTAS;93.296.587;Viníferas;2008;
Alicante Bouschet;811.140;Viníferas;2008;
Ancelota;6.513.974;Viníferas;2008;
Aramon;-;Viníferas;2008;
Alfrocheiro;-;Viníferas;2008;
Arinarnoa;2.785.609;Viníferas;2008;
Aspirant Bouschet;15.691.137;Viníferas;2008;
Barbera;437.640;Viníferas;2008;
Bonarda;3.110;Viníferas;2008;
Cabernet Franc;16.626.545;Viníferas;2008;
Cabernet Sauvignon;1.857.999;Viníferas;2008;
Caladoc;108.600;Viníferas;2008;
Campanario;-;Viníferas;2008;
Canaiolo;-;Viníferas;2008;
Carignan;-;Viníferas;2008;
Carmenere;76.625;Viníferas;2008;
Castelão;-;Viníferas;2008;
Corvina;69.910;Viníferas;2008;
Croatina;-;Viníferas;2008;
Cinsaut;-;Viníferas;2008;
Dom Felder;-;Viníferas;2008;
Dolcetto;-;Viníferas;2008;
Durif;-;Viníferas;2008;
Egiodola;6.322.152;Viníferas;2008;
Ekigaina;2.202.348;Viníferas;2008;
Festival (Sugraone);-;Viníferas;2008;
Franconia;-;Viníferas;2008;
Freisa;-;Viníferas;2008;
Gamay St Romain;-;Viníferas;2008;
Gamay Beaujolais;5.375.879;Viníferas;2008;
Grand Noir;-;Viníferas;2008;
Grenache;1.715.870;Viníferas;2008;
Jaen;-;Viníferas;2008;
Lagrein;94.970;Viníferas;2008;
Lambrusco;3.221.972;Viníferas;2008;
Malbec;8.502.206;Viníferas;2008;
Marzemina;-;Viníferas;2008;
Merlot;494.356;Viníferas;2008;
Marselan;154.348;Viníferas;2008;
Molinera;569;Viníferas;2008;
Montepulciano;28.485;Viníferas;2008;
Moscato Bailey;3.541.181;Viníferas;2008;
Napa Gamay;-;Viníferas;2008;
Nebbiolo;254.738;Viníferas;2008;
Petit Verdot;277.189;Viníferas;2008;
Petite Sirah;198.152;Viníferas;2008;
Pinotage;1.281.674;Viníferas;2008;
Pinot Noir;6.184.345;Viníferas;2008;
Pinot Saint George;-;Viníferas;2008;
Piriquita;-;Viníferas;2008;
Rebo;15.912;Viníferas;2008;
Refosco;380;Viníferas;2008;
Rondinella;684.860;Viníferas;2008;
Ruby Cabernet;78.412;Viníferas;2008;
Sangiovese;3.324.793;Viníferas;2008;
Sira (falsa);-;Viníferas;2008;
Tannat;2.634.802;Viníferas;2008;
Tempranillo;968.038;Viníferas;2008;
Teroldego;717.757;Viníferas;2008;
Torrontes;-;Viníferas;2008;
Tinta Barroca;-;Viníferas;2008;
Touriga Francesa;-;Viníferas;2008;
Touriga Nacional;38.910;Viníferas;2008;
Tinta Madeira;-;Viníferas;2008;
Tintoria;-;Viníferas;2008;
Trincdeira;-;Viníferas;2008;
Trousseau;-;Viníferas;2008;
Zinfandel;-;Viníferas;2008;
Outras1;-;Viníferas;2008;
BRANCAS E ROSADAS;71.266.239;Viníferas;2008;
Aliatico;-;Viníferas;2008;
Aligote;-;Viníferas;2008;
Altesse;-;Viníferas;2008;
Alvarinho;242.238;Viníferas;2008;
Arriloba;-;Viníferas;2008;
Auxerrois;-;Viníferas;2008;
Burger;-;Viníferas;2008;
Chardonnay;4.200.465;Viníferas;2008;
Chasselas;-;Viníferas;2008;
Chenin Blanc;49.100;Viníferas;2008;
Clairette(1);-;Viníferas;2008;
Colombard;97.713;Viníferas;2008;
Flora;-;Viníferas;2008;
Garganega;439.160;Viníferas;2008;
Gewurztraminer;3.201.453;Viníferas;2008;
Gouveio;-;Viníferas;2008;
Gros Manseng;-;Viníferas;2008;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2008;
Maccabeo;-;Viníferas;2008;
Malvasia;-;Viníferas;2008;
Malvasia Amarela;3.980;Viníferas;2008;
Malvasia Bianca;1.165.104;Viníferas;2008;
Malvasia Chianti;-;Viníferas;2008;
Malvasia Verde;3.578;Viníferas;2008;
Malvasia di Candia;1.544.223;Viníferas;2008;
Malvasia Istriana;950;Viníferas;2008;
Mistura de uvas viníferas branco;12.278;Viníferas;2008;
Mistura de uvas viníferas rosado;325.922;Viníferas;2008;
Moscato Branco;12.100.995;Viníferas;2008;
Moscato Canelli;109.714;Viníferas;2008;
Moscato Giallo;6.365.205;Viníferas;2008;
Moscato Nazareno;77.912;Viníferas;2008;
Moscato Bianco R2;2.920.047;Viníferas;2008;
Moscato de Alexandria;431.897;Viníferas;2008;
Moscato Rosado;15.030;Viníferas;2008;
Muscat à Petits Grains;895.346;Viníferas;2008;
Muller Thurgau;-;Viníferas;2008;
Muscadelle;-;Viníferas;2008;
Ora;-;Viníferas;2008;
Palomino;-;Viníferas;2008;
Petit Manseng;570;Viníferas;2008;
Peverella;70.925;Viníferas;2008;
Pinot Blanc;-;Viníferas;2008;
Pinot Gris;79.922;Viníferas;2008;
Prosecco;184.218;Viníferas;2008;
Red Veltliner;-;Viníferas;2008;
Riesling Italico;20.399.648;Viníferas;2008;
Riesling Renano;13.385.970;Viníferas;2008;
Sauvignon Blanc(2);728.633;Viníferas;2008;
Sauvignon Gris;-;Viníferas;2008;
Seara Nova;-;Viníferas;2008;
Semillon;4.000;Viníferas;2008;
Schonburger;5.500;Viníferas;2008;
Sylvaner;-;Viníferas;2008;
Tocai Friulano;-;Viníferas;2008;
Trebbiano;67.720;Viníferas;2008;
Trebbiano Toscano;184.310;Viníferas;2008;
Verdea;-;Viníferas;2008;
Verdelho;15.503;Viníferas;2008;
Verdiso;-;Viníferas;2008;
Vermentino;-;Viníferas;2008;
Vernaccia;-;Viníferas;2008;
Viognier;78.305;Viníferas;2008;
Outras(3);-;Viníferas;2008;
Total;164.562.826;Viníferas;2008;
TINTAS;394.224.543;Americanas e híbridas;2008;
Bacarina;-;Americanas e híbridas;2008;
Bailey;4.092.669;Americanas e híbridas;2008;
Bordo;117.655.879;Americanas e híbridas;2008;
Bourdin (S);-;Americanas e híbridas;2008;
BRS Carmen;13.771.662;Americanas e híbridas;2008;
BRS Cora;6.442.555;Americanas e híbridas;2008;
BRS Magna;2.094.359;Americanas e híbridas;2008;
BRS Margot;86.932;Americanas e híbridas;2008;
BRS Morena;-;Americanas e híbridas;2008;
BRS Rúbea;191.970;Americanas e híbridas;2008;
BRS Violeta;15.601.302;Americanas e híbridas;2008;
BRS Vitória;125.731;Americanas e híbridas;2008;
Champagnon (Champanheta);-;Americanas e híbridas;2008;
Coleções;-;Americanas e híbridas;2008;
Concord;367.793;Americanas e híbridas;2008;
Concord clone 30;621.693;Americanas e híbridas;2008;
Couderc;54.081.578;Americanas e híbridas;2008;
Cynthiana(1);7.346.675;Americanas e híbridas;2008;
Herbemont;14.846.723;Americanas e híbridas;2008;
IAC 138022;-;Americanas e híbridas;2008;
Isabel;125.664.882;Americanas e híbridas;2008;
Isabel Precoce;12.814.595;Americanas e híbridas;2008;
Jacquez;17.862.770;Americanas e híbridas;2008;
Kyoko;-;Americanas e híbridas;2008;
Landot;-;Americanas e híbridas;2008;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2008;
Oberlin;-;Americanas e híbridas;2008;
Othello;-;Americanas e híbridas;2008;
Paco;-;Americanas e híbridas;2008;
Patricia;-;Americanas e híbridas;2008;
Seibel;351.956;Americanas e híbridas;2008;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2008;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2008;
Vênus;100.570;Americanas e híbridas;2008;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2008;
Baco;-;Americanas e híbridas;2008;
Bokay;12.830;Americanas e híbridas;2008;
BRS Clara;-;Americanas e híbridas;2008;
BRS Lorena;23.133.629;Americanas e híbridas;2008;
Couderc 13;33.620.117;Americanas e híbridas;2008;
Delaware;-;Americanas e híbridas;2008;
Dona Zillá;10.610;Americanas e híbridas;2008;
Dut Chess;-;Americanas e híbridas;2008;
Goethe;104.596.918;Americanas e híbridas;2008;
IAC;-;Americanas e híbridas;2008;
Juliana;-;Americanas e híbridas;2008;
Martha;113.040;Americanas e híbridas;2008;
Mistura de uvas americanas;1.856;Americanas e híbridas;2008;
Moscato Embrapa;5.747.131;Americanas e híbridas;2008;
Niagara;-;Americanas e híbridas;2008;
Niagara Branca;5.574.368;Americanas e híbridas;2008;
Niagara Rosada;2.170.241;Americanas e híbridas;2008;
Poloske;402.953;Americanas e híbridas;2008;
Seleções;-;Americanas e híbridas;2008;
Seyve Villard;-;Americanas e híbridas;2008;
Seyve Villard 5276;97.368;Americanas e híbridas;2008;
Seyve Villard 12375;61.942;Americanas e híbridas;2008;
Tardia de Caxias;33.870;Americanas e híbridas;2008;
Outras(2);-;Americanas e híbridas;2008;
Total;569.801.416;Americanas e híbridas;2008;
TINTAS;21.732;Uvas de mesa;2008;
Alphonse Lavallee;-;Uvas de mesa;2008;
Moscato de Hamburgo;21.732;Uvas de mesa;2008;
BRANCAS;52.760;Uvas de mesa;2008;
Cardinal;-;Uvas de mesa;2008;
Golden Queen;-;Uvas de mesa;2008;
Patrícia;-;Uvas de mesa;2008;
Perlona;1.710;Uvas de mesa;2008;
Italia;-;Uvas de mesa;2008;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2008;
Total;74.492;Uvas de mesa;2008;
;-;Sem classificação;2008;Sem classificação
;0;Sem classificação;2008;Total
TINTAS;93.296.587;Viníferas;2009;
Alicante Bouschet;811.140;Viníferas;2009;
Ancelota;6.513.974;Viníferas;2009;
Aramon;-;Viníferas;2009;
Alfrocheiro;-;Viníferas;2009;
Arinarnoa;2.785.609;Viníferas;2009;
Aspirant Bouschet;15.691.137;Viníferas;2009;
Barbera;437.640;Viníferas;2009;
Bonarda;3.110;Viníferas;2009;
Cabernet Franc;16.626.545;Viníferas;2009;
Cabernet Sauvignon;1.857.999;Viníferas;2009;
Caladoc;108.600;Viníferas;2009;
Campanario;-;Viníferas;2009;
Canaiolo;-;Viníferas;2009;
Carignan;-;Viníferas;2009;
Carmenere;76.625;Viníferas;2009;
Castelão;-;Viníferas;2009;
Corvina;69.910;Viníferas;2009;
Croatina;-;Viníferas;2009;
Cinsaut;-;Viníferas;2009;
Dom Felder;-;Viníferas;2009;
Dolcetto;-;Viníferas;2009;
Durif;-;Viníferas;2009;
Egiodola;6.322.152;Viníferas;2009;
Ekigaina;2.202.348;Viníferas;2009;
Festival (Sugraone);-;Viníferas;2009;
Franconia;-;Viníferas;2009;
Freisa;-;Viníferas;2009;
Gamay St Romain;-;Viníferas;2009;
Gamay Beaujolais;5.375.879;Viníferas;2009;
Grand Noir;-;Viníferas;2009;
Grenache;1.715.870;Viníferas;2009;
Jaen;-;Viníferas;2009;
Lagrein;94.970;Viníferas;2009;
Lambrusco;3.221.972;Viníferas;2009;
Malbec;8.502.206;Viníferas;2009;
Marzemina;-;Viníferas;2009;
Merlot;494.356;Viníferas;2009;
Marselan;154.348;Viníferas;2009;
Molinera;569;Viníferas;2009;
Montepulciano;28.485;Viníferas;2009;
Moscato Bailey;3.541.181;Viníferas;2009;
Napa Gamay;-;Viníferas;2009;
Nebbiolo;254.738;Viníferas;2009;
Petit Verdot;277.189;Viníferas;2009;
Petite Sirah;198.152;Viníferas;2009;
Pinotage;1.281.674;Viníferas;2009;
Pinot Noir;6.184.345;Viníferas;2009;
Pinot Saint George;-;Viníferas;2009;
Piriquita;-;Viníferas;2009;
Rebo;15.912;Viníferas;2009;
Refosco;380;Viníferas;2009;
Rondinella;684.860;Viníferas;2009;
Ruby Cabernet;78.412;Viníferas;2009;
Sangiovese;3.324.793;Viníferas;2009;
Sira (falsa);-;Viníferas;2009;
Tannat;2.634.802;Viníferas;2009;
Tempranillo;968.038;Viníferas;2009;
Teroldego;717.757;Viníferas;2009;
Torrontes;-;Viníferas;2009;
Tinta Barroca;-;Viníferas;2009;
Touriga Francesa;-;Viníferas;2009;
Touriga Nacional;38.910;Viníferas;2009;
Tinta Madeira;-;Viníferas;2009;
Tintoria;-;Viníferas;2009;
Trincdeira;-;Viníferas;2009;
Trousseau;-;Viníferas;2009;
Zinfandel;-;Viníferas;2009;
Outras1;-;Viníferas;2009;
BRANCAS E ROSADAS;71.266.239;Viníferas;2009;
Aliatico;-;Viníferas;2009;
Aligote;-;Viníferas;2009;
Altesse;-;Viníferas;2009;
Alvarinho;242.238;Viníferas;2009;
Arriloba;-;Viníferas;2009;
Auxerrois;-;Viníferas;2009;
Burger;-;Viníferas;2009;
Chardonnay;4.200.465;Viníferas;2009;
Chasselas;-;Viníferas;2009;
Chenin Blanc;49.100;Viníferas;2009;
Clairette(1);-;Viníferas;2009;
Colombard;97.713;Viníferas;2009;
Flora;-;Viníferas;2009;
Garganega;439.160;Viníferas;2009;
Gewurztraminer;3.201.453;Viníferas;2009;
Gouveio;-;Viníferas;2009;
Gros Manseng;-;Viníferas;2009;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2009;
Maccabeo;-;Viníferas;2009;
Malvasia;-;Viníferas;2009;
Malvasia Amarela;3.980;Viníferas;2009;
Malvasia Bianca;1.165.104;Viníferas;2009;
Malvasia Chianti;-;Viníferas;2009;
Malvasia Verde;3.578;Viníferas;2009;
Malvasia di Candia;1.544.223;Viníferas;2009;
Malvasia Istriana;950;Viníferas;2009;
Mistura de uvas viníferas branco;12.278;Viníferas;2009;
Mistura de uvas viníferas rosado;325.922;Viníferas;2009;
Moscato Branco;12.100.995;Viníferas;2009;
Moscato Canelli;109.714;Viníferas;2009;
Moscato Giallo;6.365.205;Viníferas;2009;
Moscato Nazareno;77.912;Viníferas;2009;
Moscato Bianco R2;2.920.047;Viníferas;2009;
Moscato de Alexandria;431.897;Viníferas;2009;
Moscato Rosado;15.030;Viníferas;2009;
Muscat à Petits Grains;895.346;Viníferas;2009;
Muller Thurgau;-;Viníferas;2009;
Muscadelle;-;Viníferas;2009;
Ora;-;Viníferas;2009;
Palomino;-;Viníferas;2009;
Petit Manseng;570;Viníferas;2009;
Peverella;70.925;Viníferas;2009;
Pinot Blanc;-;Viníferas;2009;
Pinot Gris;79.922;Viníferas;2009;
Prosecco;184.218;Viníferas;2009;
Red Veltliner;-;Viníferas;2009;
Riesling Italico;20.399.648;Viníferas;2009;
Riesling Renano;13.385.970;Viníferas;2009;
Sauvignon Blanc(2);728.633;Viníferas;2009;
Sauvignon Gris;-;Viníferas;2009;
Seara Nova;-;Viníferas;2009;
Semillon;4.000;Viníferas;2009;
Schonburger;5.500;Viníferas;2009;
Sylvaner;-;Viníferas;2009;
Tocai Friulano;-;Viníferas;2009;
Trebbiano;67.720;Viníferas;2009;
Trebbiano Toscano;184.310;Viníferas;2009;
Verdea;-;Viníferas;2009;
Verdelho;15.503;Viníferas;2009;
Verdiso;-;Viníferas;2009;
Vermentino;-;Viníferas;2009;
Vernaccia;-;Viníferas;2009;
Viognier;78.305;Viníferas;2009;
Outras(3);-;Viníferas;2009;
Total;164.562.826;Viníferas;2009;
TINTAS;394.224.543;Americanas e híbridas;2009;
Bacarina;-;Americanas e híbridas;2009;
Bailey;4.092.669;Americanas e híbridas;2009;
Bordo;117.655.879;Americanas e híbridas;2009;
Bourdin (S);-;Americanas e híbridas;2009;
BRS Carmen;13.771.662;Americanas e híbridas;2009;
BRS Cora;6.442.555;Americanas e híbridas;2009;
BRS Magna;2.094.359;Americanas e híbridas;2009;
BRS Margot;86.932;Americanas e híbridas;2009;
BRS Morena;-;Americanas e híbridas;2009;
BRS Rúbea;191.970;Americanas e híbridas;2009;
BRS Violeta;15.601.302;Americanas e híbridas;2009;
BRS Vitória;125.731;Americanas e híbridas;2009;
Champagnon (Champanheta);-;Americanas e híbridas;2009;
Coleções;-;Americanas e híbridas;2009;
Concord;367.793;Americanas e híbridas;2009;
Concord clone 30;621.693;Americanas e híbridas;2009;
Couderc;54.081.578;Americanas e híbridas;2009;
Cynthiana(1);7.346.675;Americanas e híbridas;2009;
Herbemont;14.846.723;Americanas e híbridas;2009;
IAC 138022;-;Americanas e híbridas;2009;
Isabel;125.664.882;Americanas e híbridas;2009;
Isabel Precoce;12.814.595;Americanas e híbridas;2009;
Jacquez;17.862.770;Americanas e híbridas;2009;
Kyoko;-;Americanas e híbridas;2009;
Landot;-;Americanas e híbridas;2009;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2009;
Oberlin;-;Americanas e híbridas;2009;
Othello;-;Americanas e híbridas;2009;
Paco;-;Americanas e híbridas;2009;
Patricia;-;Americanas e híbridas;2009;
Seibel;351.956;Americanas e híbridas;2009;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2009;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2009;
Vênus;100.570;Americanas e híbridas;2009;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2009;
Baco;-;Americanas e híbridas;2009;
Bokay;12.830;Americanas e híbridas;2009;
BRS Clara;-;Americanas e híbridas;2009;
BRS Lorena;23.133.629;Americanas e híbridas;2009;
Couderc 13;33.620.117;Americanas e híbridas;2009;
Delaware;-;Americanas e híbridas;2009;
Dona Zillá;10.610;Americanas e híbridas;2009;
Dut Chess;-;Americanas e híbridas;2009;
Goethe;104.596.918;Americanas e híbridas;2009;
IAC;-;Americanas e híbridas;2009;
Juliana;-;Americanas e híbridas;2009;
Martha;113.040;Americanas e híbridas;2009;
Mistura de uvas americanas;1.856;Americanas e híbridas;2009;
Moscato Embrapa;5.747.131;Americanas e híbridas;2009;
Niagara;-;Americanas e híbridas;2009;
Niagara Branca;5.574.368;Americanas e híbridas;2009;
Niagara Rosada;2.170.241;Americanas e híbridas;2009;
Poloske;402.953;Americanas e híbridas;2009;
Seleções;-;Americanas e híbridas;2009;
Seyve Villard;-;Americanas e híbridas;2009;
Seyve Villard 5276;97.368;Americanas e híbridas;2009;
Seyve Villard 12375;61.942;Americanas e híbridas;2009;
Tardia de Caxias;33.870;Americanas e híbridas;2009;
Outras(2);-;Americanas e híbridas;2009;
Total;569.801.416;Americanas e híbridas;2009;
TINTAS;21.732;Uvas de mesa;2009;
Alphonse Lavallee;-;Uvas de mesa;2009;
Moscato de Hamburgo;21.732;Uvas de mesa;2009;
BRANCAS;52.760;Uvas de mesa;2009;
Cardinal;-;Uvas de mesa;2009;
Golden Queen;-;Uvas de mesa;2009;
Patrícia;-;Uvas de mesa;2009;
Perlona;1.710;Uvas de mesa;2009;
Italia;-;Uvas de mesa;2009;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2009;
Total;74.492;Uvas de mesa;2009;
;-;Sem classificação;2009;Sem classificação
;0;Sem classificação;2009;Total
TINTAS;93.296.587;Viníferas;2010;
Alicante Bouschet;811.140;Viníferas;2010;
Ancelota;6.513.974;Viníferas;2010;
Aramon;-;Viníferas;2010;
Alfrocheiro;-;Viníferas;2010;
Arinarnoa;2.785.609;Viníferas;2010;
Aspirant Bouschet;15.691.137;Viníferas;2010;
Barbera;437.640;Viníferas;2010;
Bonarda;3.110;Viníferas;2010;
Cabernet Franc;16.626.545;Viníferas;2010;
Cabernet Sauvignon;1.857.999;Viníferas;2010;
Caladoc;108.600;Viníferas;2010;
Campanario;-;Viníferas;2010;
Canaiolo;-;Viníferas;2010;
Carignan;-;Viníferas;2010;
Carmenere;76.625;Viníferas;2010;
Castelão;-;Viníferas;2010;
Corvina;69.910;Viníferas;2010;
Croatina;-;Viníferas;2010;
Cinsaut;-;Viníferas;2010;
Dom Felder;-;Viníferas;2010;
Dolcetto;-;Viníferas;2010;
Durif;-;Viníferas;2010;
Egiodola;6.322.152;Viníferas;2010;
Ekigaina;2.202.348;Viníferas;2010;
Festival (Sugraone);-;Viníferas;2010;
Franconia;-;Viníferas;2010;
Freisa;-;Viníferas;2010;
Gamay St Romain;-;Viníferas;2010;
Gamay Beaujolais;5.375.879;Viníferas;2010;
Grand Noir;-;Viníferas;2010;
Grenache;1.715.870;Viníferas;2010;
Jaen;-;Viníferas;2010;
Lagrein;94.970;Viníferas;2010;
Lambrusco;3.221.972;Viníferas;2010;
Malbec;8.502.206;Viníferas;2010;
Marzemina;-;Viníferas;2010;
Merlot;494.356;Viníferas;2010;
Marselan;154.348;Viníferas;2010;
Molinera;569;Viníferas;2010;
Montepulciano;28.485;Viníferas;2010;
Moscato Bailey;3.541.181;Viníferas;2010;
Napa Gamay;-;Viníferas;2010;
Nebbiolo;254.738;Viníferas;2010;
Petit Verdot;277.189;Viníferas;2010;
Petite Sirah;198.152;Viníferas;2010;
Pinotage;1.281.674;Viníferas;2010;
Pinot Noir;6.184.345;Viníferas;2010;
Pinot Saint George;-;Viníferas;2010;
Piriquita;-;Viníferas;2010;
Rebo;15.912;Viníferas;2010;
Refosco;380;Viníferas;2010;
Rondinella;684.860;Viníferas;2010;
Ruby Cabernet;78.412;Viníferas;2010;
Sangiovese;3.324.793;Viníferas;2010;
Sira (falsa);-;Viníferas;2010;
Tannat;2.634.802;Viníferas;2010;
Tempranillo;968.038;Viníferas;2010;
Teroldego;717.757;Viníferas;2010;
Torrontes;-;Viníferas;2010;
Tinta Barroca;-;Viníferas;2010;
Touriga Francesa;-;Viníferas;2010;
Touriga Nacional;38.910;Viníferas;2010;
Tinta Madeira;-;Viníferas;2010;
Tintoria;-;Viníferas;2010;
Trincdeira;-;Viníferas;2010;
Trousseau;-;Viníferas;2010;
Zinfandel;-;Viníferas;2010;
Outras1;-;Viníferas;2010;
BRANCAS E ROSADAS;71.266.239;Viníferas;2010;
Aliatico;-;Viníferas;2010;
Aligote;-;Viníferas;2010;
Altesse;-;Viníferas;2010;
Alvarinho;242.238;Viníferas;2010;
Arriloba;-;Viníferas;2010;
Auxerrois;-;Viníferas;2010;
Burger;-;Viníferas;2010;
Chardonnay;4.200.465;Viníferas;2010;
Chasselas;-;Viníferas;2010;
Chenin Blanc;49.100;Viníferas;2010;
Clairette(1);-;Viníferas;2010;
Colombard;97.713;Viníferas;2010;
Flora;-;Viníferas;2010;
Garganega;439.160;Viníferas;2010;
Gewurztraminer;3.201.453;Viníferas;2010;
Gouveio;-;Viníferas;2010;
Gros Manseng;-;Viníferas;2010;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2010;
Maccabeo;-;Viníferas;2010;
Malvasia;-;Viníferas;2010;
Malvasia Amarela;3.980;Viníferas;2010;
Malvasia Bianca;1.165.104;Viníferas;2010;
Malvasia Chianti;-;Viníferas;2010;
Malvasia Verde;3.578;Viníferas;2010;
Malvasia di Candia;1.544.223;Viníferas;2010;
Malvasia Istriana;950;Viníferas;2010;
Mistura de uvas viníferas branco;12.278;Viníferas;2010;
Mistura de uvas viníferas rosado;325.922;Viníferas;2010;
Moscato Branco;12.100.995;Viníferas;2010;
Moscato Canelli;109.714;Viníferas;2010;
Moscato Giallo;6.365.205;Viníferas;2010;
Moscato Nazareno;77.912;Viníferas;2010;
Moscato Bianco R2;2.920.047;Viníferas;2010;
Moscato de Alexandria;431.897;Viníferas;2010;
Moscato Rosado;15.030;Viníferas;2010;
Muscat à Petits Grains;895.346;Viníferas;2010;
Muller Thurgau;-;Viníferas;2010;
Muscadelle;-;Viníferas;2010;
Ora;-;Viníferas;2010;
Palomino;-;Viníferas;2010;
Petit Manseng;570;Viníferas;2010;
Peverella;70.925;Viníferas;2010;
Pinot Blanc;-;Viníferas;2010;
Pinot Gris;79.922;Viníferas;2010;
Prosecco;184.218;Viníferas;2010;
Red Veltliner;-;Viníferas;2010;
Riesling Italico;20.399.648;Viníferas;2010;
Riesling Renano;13.385.970;Viníferas;2010;
Sauvignon Blanc(2);728.633;Viníferas;2010;
Sauvignon Gris;-;Viníferas;2010;
Seara Nova;-;Viníferas;2010;
Semillon;4.000;Viníferas;2010;
Schonburger;5.500;Viníferas;2010;
Sylvaner;-;Viníferas;2010;
Tocai Friulano;-;Viníferas;2010;
Trebbiano;67.720;Viníferas;2010;
Trebbiano Toscano;184.310;Viníferas;2010;
Verdea;-;Viníferas;2010;
Verdelho;15.503;Viníferas;2010;
Verdiso;-;Viníferas;2010;
Vermentino;-;Viníferas;2010;
Vernaccia;-;Viníferas;2010;
Viognier;78.305;Viníferas;2010;
Outras(3);-;Viníferas;2010;
Total;164.562.826;Viníferas;2010;
TINTAS;394.224.543;Americanas e híbridas;2010;
Bacarina;-;Americanas e híbridas;2010;
Bailey;4.092.669;Americanas e híbridas;2010;
Bordo;117.655.879;Americanas e híbridas;2010;
Bourdin (S);-;Americanas e híbridas;2010;
BRS Carmen;13.771.662;Americanas e híbridas;2010;
BRS Cora;6.442.555;Americanas e híbridas;2010;
BRS Magna;2.094.359;Americanas e híbridas;2010;
BRS Margot;86.932;Americanas e híbridas;2010;
BRS Morena;-;Americanas e híbridas;2010;
BRS Rúbea;191.970;Americanas e híbridas;2010;
BRS Violeta;15.601.302;Americanas e híbridas;2010;
BRS Vitória;125.731;Americanas e híbridas;2010;
Champagnon (Champanheta);-;Americanas e híbridas;2010;
Coleções;-;Americanas e híbridas;2010;
Concord;367.793;Americanas e híbridas;2010;
Concord clone 30;621.693;Americanas e híbridas;2010;
Couderc;54.081.578;Americanas e híbridas;2010;
Cynthiana(1);7.346.675;Americanas e híbridas;2010;
Herbemont;14.846.723;Americanas e híbridas;2010;
IAC 138022;-;Americanas e híbridas;2010;
Isabel;125.664.882;Americanas e híbridas;2010;
Isabel Precoce;12.814.595;Americanas e híbridas;2010;
Jacquez;17.862.770;Americanas e híbridas;2010;
Kyoko;-;Americanas e híbridas;2010;
Landot;-;Americanas e híbridas;2010;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2010;
Oberlin;-;Americanas e híbridas;2010;
Othello;-;Americanas e híbridas;2010;
Paco;-;Americanas e híbridas;2010;
Patricia;-;Americanas e híbridas;2010;
Seibel;351.956;Americanas e híbridas;2010;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2010;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2010;
Vênus;100.570;Americanas e híbridas;2010;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2010;
Baco;-;Americanas e híbridas;2010;
Bokay;12.830;Americanas e híbridas;2010;
BRS Clara;-;Americanas e híbridas;2010;
BRS Lorena;23.133.629;Americanas e híbridas;2010;
Couderc 13;33.620.117;Americanas e híbridas;2010;
Delaware;-;Americanas e híbridas;2010;
Dona Zillá;10.610;Americanas e híbridas;2010;
Dut Chess;-;Americanas e híbridas;2010;
Goethe;104.596.918;Americanas e híbridas;2010;
IAC;-;Americanas e híbridas;2010;
Juliana;-;Americanas e híbridas;2010;
Martha;113.040;Americanas e híbridas;2010;
Mistura de uvas americanas;1.856;Americanas e híbridas;2010;
Moscato Embrapa;5.747.131;Americanas e híbridas;2010;
Niagara;-;Americanas e híbridas;2010;
Niagara Branca;5.574.368;Americanas e híbridas;2010;
Niagara Rosada;2.170.241;Americanas e híbridas;2010;
Poloske;402.953;Americanas e híbridas;2010;
Seleções;-;Americanas e híbridas;2010;
Seyve Villard;-;Americanas e híbridas;2010;
Seyve Villard 5276;97.368;Americanas e híbridas;2010;
Seyve Villard 12375;61.942;Americanas e híbridas;2010;
Tardia de Caxias;33.870;Americanas e híbridas;2010;
Outras(2);-;Americanas e híbridas;2010;
Total;569.801.416;Americanas e híbridas;2010;
TINTAS;21.732;Uvas de mesa;2010;
Alphonse Lavallee;-;Uvas de mesa;2010;
Moscato de Hamburgo;21.732;Uvas de mesa;2010;
BRANCAS;52.760;Uvas de mesa;2010;
Cardinal;-;Uvas de mesa;2010;
Golden Queen;-;Uvas de mesa;2010;
Patrícia;-;Uvas de mesa;2010;
Perlona;1.710;Uvas de mesa;2010;
Italia;-;Uvas de mesa;2010;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2010;
Total;74.492;Uvas de mesa;2010;
;-;Sem classificação;2010;Sem classificação
;0;Sem classificação;2010;Total
TINTAS;93.296.587;Viníferas;2011;
Alicante Bouschet;811.140;Viníferas;2011;
